web-scraper-order,web-scraper-start-url,link,link-href,prix,div,equip
"1679590934-623","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=21&price_min=0","Camera Icon4760,000 DHAppartement 83m² à EL HOUDA AgadirAppartementsTimeFill Iconil y a 5 moisMapPinFill IconAgadir, El Houda","https://www.avito.ma/fr/el_houda/appartements/Appartement_83m%C2%B2_%C3%A0_EL_HOUDA_Agadir_51136834.htm","760 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""El Houda""},{""div"":""Âge du bien""},{""div"":""11-20 ans""},{""div"":""Salons""},{""div"":""1""},{""div"":""Surface habitable""},{""div"":""83""},{""div"":""Frais de syndic / mois""},{""div"":""101""},{""div"":""Étage""},{""div"":""3""}]","[{""equip"":""Climatisation""},{""equip"":""Cuisine équipée""},{""equip"":""Balcon""}]"
"1679590936-624","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=21&price_min=0","Camera Icon8900,000 DHMerehba bikoum ve résidence islan GH25AppartementsTimeFill Iconil y a 5 moisMapPinFill IconAgadir, Hay Mohammadi","https://www.avito.ma/fr/hay_mohammadi/appartements/Merehba_bikoum_ve_r%C3%A9sidence_islan_GH25_51140317.htm","900 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Hay Mohammadi""},{""div"":""Surface habitable""},{""div"":""10""},{""div"":""Âge du bien""},{""div"":""Neuf""},{""div"":""Étage""},{""div"":""6""},{""div"":""Salons""},{""div"":""1""},{""div"":""Frais de syndic / mois""},{""div"":""250""}]","[]"
"1679590940-625","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=21&price_min=0","Camera Icon8540,000 DHشقة 60 مترAppartementsTimeFill Iconil y a 5 moisMapPinFill IconAgadir, Hay Salam","https://www.avito.ma/fr/hay_salam/appartements/%D8%B4%D9%82%D8%A9_60_%D9%85%D8%AA%D8%B1_51143752.htm","540 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Hay Salam""},{""div"":""Frais de syndic / mois""},{""div"":""50""},{""div"":""Étage""},{""div"":""3""},{""div"":""Salons""},{""div"":""1""},{""div"":""Âge du bien""},{""div"":""6-10 ans""}]","[{""equip"":""Meublé""},{""equip"":""Balcon""},{""equip"":""Ascenseur""},{""equip"":""Climatisation""},{""equip"":""Concierge""},{""equip"":""Parking""},{""equip"":""Sécurité""}]"
"1679590942-626","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=21&price_min=0","Camera Icon6380,000 DHAppartement F2 à vendre au quartier MassiraAppartementsTimeFill Iconil y a 5 moisMapPinFill IconAgadir, Hay Massira","https://www.avito.ma/fr/hay_massira/appartements/Appartement_F2_%C3%A0_vendre_au_quartier_Massira_51146013.htm","380 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Hay Massira""},{""div"":""Surface habitable""},{""div"":""45""},{""div"":""Étage""},{""div"":""1""},{""div"":""Salons""},{""div"":""1""}]","[{""equip"":""Terrasse""},{""equip"":""Sécurité""}]"
"1679590945-627","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=21&price_min=0","Camera Icon81,300,000 DHAppartement neuf belle finition à vendreAppartementsTimeFill Iconil y a 5 moisMapPinFill IconAgadir, Haut-Founty","https://www.avito.ma/fr/hautfounty/appartements/Appartement_neuf_belle_finition_%C3%A0_vendre_51157140.htm","1 300 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Haut-Founty""},{""div"":""Âge du bien""},{""div"":""Neuf""},{""div"":""Salons""},{""div"":""1""},{""div"":""Surface habitable""},{""div"":""95""},{""div"":""Étage""},{""div"":""3""}]","[{""equip"":""Concierge""},{""equip"":""Sécurité""},{""equip"":""Climatisation""},{""equip"":""Parking""},{""equip"":""Balcon""},{""equip"":""Ascenseur""}]"
"1679590947-628","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=21&price_min=0","Camera Icon8420,000 DHAppartement 50m² en Vente à AgadirAppartementsTimeFill Iconil y a 5 moisMapPinFill IconAgadir, Hay Mohammadi","https://www.avito.ma/fr/hay_mohammadi/appartements/Appartement_50m%C2%B2_en_Vente_%C3%A0_Agadir_51157366.htm","420 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Hay Mohammadi""},{""div"":""Âge du bien""},{""div"":""1-5 ans""},{""div"":""Étage""},{""div"":""3""},{""div"":""Salons""},{""div"":""1""},{""div"":""Surface habitable""},{""div"":""50""}]","[]"
"1679590949-629","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=21&price_min=0","Camera Icon81,300,000 DHBel appartement sans vis-à-vis AppartementsTimeFill Iconil y a 5 moisMapPinFill IconAgadir, Hay Mohammadi","https://www.avito.ma/fr/hay_mohammadi/appartements/Bel_appartement_sans_vis_%C3%A0_vis__51164703.htm","1 300 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Hay Mohammadi""},{""div"":""Surface habitable""},{""div"":""108""},{""div"":""Frais de syndic / mois""},{""div"":""250""},{""div"":""Étage""},{""div"":""1""},{""div"":""Âge du bien""},{""div"":""6-10 ans""},{""div"":""Salons""},{""div"":""2""}]","[{""equip"":""Parking""},{""equip"":""Cuisine équipée""},{""equip"":""Climatisation""},{""equip"":""Ascenseur""},{""equip"":""Terrasse""},{""equip"":""Sécurité""},{""equip"":""Concierge""}]"
"1679590951-630","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=21&price_min=0","Camera Icon1530,000 DHAppartement en Vente à Tilila AgadirAppartementsTimeFill Iconil y a 5 moisMapPinFill IconAgadir, Tilila","https://www.avito.ma/fr/tilila/appartements/Appartement_en_Vente_%C3%A0_Tilila_Agadir_51171002.htm","530 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Tilila""},{""div"":""Salons""},{""div"":""1""},{""div"":""Surface habitable""},{""div"":""70""},{""div"":""Étage""},{""div"":""4""}]","[]"
"1679590954-631","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=21&price_min=0","Camera Icon81,000,000 DHAppartement 126m² en Vente à AgadirAppartementsTimeFill Iconil y a 5 moisMapPinFill IconAgadir, Hay Salam","https://www.avito.ma/fr/hay_salam/appartements/Appartement_126m%C2%B2_en_Vente_%C3%A0_Agadir_51181546.htm","1 000 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Hay Salam""},{""div"":""Étage""},{""div"":""5""},{""div"":""Âge du bien""},{""div"":""11-20 ans""},{""div"":""Frais de syndic / mois""},{""div"":""150""},{""div"":""Salons""},{""div"":""2""},{""div"":""Surface habitable""},{""div"":""126""}]","[{""equip"":""Parking""},{""equip"":""Sécurité""},{""equip"":""Concierge""},{""equip"":""Terrasse""},{""equip"":""Ascenseur""}]"
"1679590956-632","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=21&price_min=0","Camera Icon8860,000 DHAppartement F3 en bon état à vendre bien situéAppartementsTimeFill Iconil y a 5 moisMapPinFill IconAgadir, El Houda","https://www.avito.ma/fr/el_houda/appartements/Appartement_F3_en_bon_%C3%A9tat_%C3%A0_vendre_bien_situ%C3%A9_51181619.htm","860 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""El Houda""},{""div"":""Salons""},{""div"":""1""},{""div"":""Surface habitable""},{""div"":""85""},{""div"":""Étage""},{""div"":""3""}]","[{""equip"":""Sécurité""},{""equip"":""Balcon""}]"
"1679590958-633","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=21&price_min=0","Camera Icon7530,000 DHAppartement 51m² en Vente à AgadirAppartementsTimeFill Iconil y a 5 moisMapPinFill IconAgadir, Hay Mohammadi","https://www.avito.ma/fr/hay_mohammadi/appartements/Appartement_51m%C2%B2_en_Vente_%C3%A0_Agadir_51201823.htm","530 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Hay Mohammadi""},{""div"":""Salons""},{""div"":""1""},{""div"":""Âge du bien""},{""div"":""6-10 ans""},{""div"":""Étage""},{""div"":""1""},{""div"":""Surface habitable""},{""div"":""51""},{""div"":""Frais de syndic / mois""},{""div"":""77""}]","[{""equip"":""Sécurité""},{""equip"":""Parking""},{""equip"":""Cuisine équipée""},{""equip"":""Climatisation""},{""equip"":""Meublé""}]"
"1679590961-634","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=21&price_min=0","Camera Icon2850,000 DHAppartement 96m² en Vente à AgadirAppartementsTimeFill Iconil y a 5 moisMapPinFill IconAgadir, Al Wifaq","https://www.avito.ma/fr/al_wifaq/appartements/Appartement_96m%C2%B2_en_Vente_%C3%A0_Agadir_51202014.htm","850 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Al Wifaq""},{""div"":""Âge du bien""},{""div"":""6-10 ans""},{""div"":""Salons""},{""div"":""1""},{""div"":""Frais de syndic / mois""},{""div"":""100""},{""div"":""Étage""},{""div"":""1""},{""div"":""Surface habitable""},{""div"":""96""}]","[]"
"1679590963-635","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=21&price_min=0","Camera Icon6530,000 DHBel apartement au centre d'AgadirAppartementsTimeFill Iconil y a 5 moisMapPinFill IconAgadir, Lekhiam","https://www.avito.ma/fr/lekhiam/appartements/Bel_apartement_au_centre_d_Agadir_51218389.htm","530 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Lekhiam""},{""div"":""Salons""},{""div"":""1""},{""div"":""Étage""},{""div"":""1""},{""div"":""Frais de syndic / mois""},{""div"":""75""},{""div"":""Surface habitable""},{""div"":""43""},{""div"":""Âge du bien""},{""div"":""11-20 ans""}]","[{""equip"":""Terrasse""},{""equip"":""Parking""},{""equip"":""Sécurité""}]"
"1679590968-636","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=20&price_min=0","Camera Icon8460,000 DHAppartement 50m² en Vente à AgadirAppartementsTimeFill Iconil y a 5 moisMapPinFill IconAgadir, Riad Salam","https://www.avito.ma/fr/riad_salam/appartements/Appartement_50m%C2%B2_en_Vente_%C3%A0_Agadir_51219993.htm","460 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Riad Salam""},{""div"":""Salons""},{""div"":""1""},{""div"":""Surface habitable""},{""div"":""50""},{""div"":""Étage""},{""div"":""3""}]","[]"
"1679590971-637","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=20&price_min=0","Camera Icon6470,000 DHappartement jet sakan AppartementsTimeFill Iconil y a 5 moisMapPinFill IconAgadir, Hay Salam","https://www.avito.ma/fr/hay_salam/appartements/appartement_jet_sakan__50753630.htm","470 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Hay Salam""},{""div"":""Salons""},{""div"":""1""},{""div"":""Surface habitable""},{""div"":""72""},{""div"":""Âge du bien""},{""div"":""1-5 ans""},{""div"":""Étage""},{""div"":""3""}]","[]"
"1679590973-638","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=20&price_min=0","Camera Icon81,270,000 DHAppartement 170m² en Vente à AgadirAppartementsTimeFill Iconil y a 5 moisMapPinFill IconAgadir, Hay Salam","https://www.avito.ma/fr/hay_salam/appartements/Appartement_170m%C2%B2_en_Vente_%C3%A0_Agadir_51232206.htm","1 270 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Hay Salam""},{""div"":""Étage""},{""div"":""1""},{""div"":""Salons""},{""div"":""2""},{""div"":""Surface habitable""},{""div"":""170""}]","[{""equip"":""Terrasse""}]"
"1679590975-639","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=20&price_min=0","Camera Icon7550,000 DHappartement  hay dakhla agadirAppartementsTimeFill Iconil y a 5 moisMapPinFill IconAgadir, Hay Dakhla","https://www.avito.ma/fr/hay_dakhla/appartements/appartement__hay_dakhla_agadir_50913139.htm","550 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Hay Dakhla""},{""div"":""Étage""},{""div"":""Rez de chaussée""},{""div"":""Salons""},{""div"":""1""},{""div"":""Surface habitable""},{""div"":""58""},{""div"":""Âge du bien""},{""div"":""Neuf""}]","[]"
"1679590977-640","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=20&price_min=0","Camera Icon811,000 DHApartments toutes neufs a vendre Al Wifaq Agadir AppartementsTimeFill Iconil y a 5 moisMapPinFill IconAgadir, Al Wifaq","https://www.avito.ma/fr/al_wifaq/appartements/Apartments_toutes_neufs_a_vendre_Al_Wifaq_Agadir__51234232.htm","11 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Al Wifaq""},{""div"":""Âge du bien""},{""div"":""Neuf""},{""div"":""Étage""},{""div"":""3""},{""div"":""Salons""},{""div"":""1""},{""div"":""Surface habitable""},{""div"":""135""}]","[]"
"1679590980-641","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=20&price_min=0","Camera Icon8390,000 DHbel appartement à vendreAppartementsTimeFill Iconil y a 5 moisMapPinFill IconAgadir, Hay Mohammadi","https://www.avito.ma/fr/hay_mohammadi/appartements/bel_appartement_%C3%A0_vendre_51243701.htm","390 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Hay Mohammadi""},{""div"":""Étage""},{""div"":""5""},{""div"":""Surface habitable""},{""div"":""76""},{""div"":""Âge du bien""},{""div"":""Neuf""},{""div"":""Salons""},{""div"":""1""},{""div"":""Frais de syndic / mois""},{""div"":""100""}]","[{""equip"":""Sécurité""},{""equip"":""Balcon""},{""equip"":""Ascenseur""},{""equip"":""Cuisine équipée""},{""equip"":""Terrasse""},{""equip"":""Parking""}]"
"1679590982-642","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=20&price_min=0","230,000 DHشقة للبيع AppartementsTimeFill Iconil y a 5 moisMapPinFill IconAgadir, Taddart Anza","https://www.avito.ma/fr/taddart_anza/appartements/%D8%B4%D9%82%D8%A9_%D9%84%D9%84%D8%A8%D9%8A%D8%B9__51247199.htm","230 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Taddart Anza""},{""div"":""Étage""},{""div"":""1""},{""div"":""Salons""},{""div"":""1""},{""div"":""Âge du bien""},{""div"":""1-5 ans""}]","[]"
"1679590984-643","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=20&price_min=0","230,000 DHشقة سكنية في بلوك aAppartementsTimeFill Iconil y a 5 moisMapPinFill IconAgadir, Taddart Anza","https://www.avito.ma/fr/taddart_anza/appartements/%D8%B4%D9%82%D8%A9_%D8%B3%D9%83%D9%86%D9%8A%D8%A9_%D9%81%D9%8A_%D8%A8%D9%84%D9%88%D9%83_a_51247367.htm","230 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Taddart Anza""},{""div"":""Étage""},{""div"":""1""},{""div"":""Salons""},{""div"":""1""},{""div"":""Âge du bien""},{""div"":""1-5 ans""}]","[]"
"1679590987-644","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=20&price_min=0","Camera Icon8850,000 DHVends magnifique appartement AppartementsTimeFill Iconil y a 5 moisMapPinFill IconAgadir, Hay Salam","https://www.avito.ma/fr/hay_salam/appartements/Vends_magnifique_appartement__51253523.htm","850 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Hay Salam""},{""div"":""Âge du bien""},{""div"":""11-20 ans""},{""div"":""Frais de syndic / mois""},{""div"":""200""},{""div"":""Étage""},{""div"":""5""},{""div"":""Surface habitable""},{""div"":""89""},{""div"":""Salons""},{""div"":""1""}]","[{""equip"":""Parking""},{""equip"":""Ascenseur""},{""equip"":""Meublé""},{""equip"":""Terrasse""},{""equip"":""Sécurité""},{""equip"":""Concierge""},{""equip"":""Cuisine équipée""},{""equip"":""Balcon""}]"
"1679590989-645","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=20&price_min=0","Camera Icon1330,000 DHشقة بتجزئة بأيت ملولAppartementsTimeFill Iconil y a 5 moisMapPinFill IconAgadir, Autre secteur","https://www.avito.ma/fr/autre_secteur/appartements/%D8%B4%D9%82%D8%A9_%D8%A8%D8%AA%D8%AC%D8%B2%D8%A6%D8%A9_%D8%A8%D8%A3%D9%8A%D8%AA_%D9%85%D9%84%D9%88%D9%84_51255247.htm","330 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Autre secteur""},{""div"":""Âge du bien""},{""div"":""Neuf""},{""div"":""Étage""},{""div"":""1""},{""div"":""Salons""},{""div"":""1""},{""div"":""Surface habitable""},{""div"":""65""}]","[]"
"1679590991-646","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=20&price_min=0","Camera Icon81,180,000 DHBel appt 135m² en bon état à vendre à islaneAppartementsTimeFill Iconil y a 5 moisMapPinFill IconAgadir, Hay Mohammadi","https://www.avito.ma/fr/hay_mohammadi/appartements/Bel_appt_135m%C2%B2_en_bon_%C3%A9tat_%C3%A0_vendre_%C3%A0_islane_51257028.htm","1 180 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Hay Mohammadi""},{""div"":""Surface habitable""},{""div"":""132""},{""div"":""Étage""},{""div"":""8""},{""div"":""Salons""},{""div"":""2""}]","[{""equip"":""Concierge""},{""equip"":""Ascenseur""},{""equip"":""Balcon""},{""equip"":""Sécurité""},{""equip"":""Cuisine équipée""}]"
"1679590994-647","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=20&price_min=0","Camera Icon1400,000 DHAppartement 52m² en Vente à AgadirAppartementsTimeFill Iconil y a 5 moisMapPinFill IconAgadir, Cité Adrar","https://www.avito.ma/fr/cite_adrar/appartements/Appartement_52m%C2%B2_en_Vente_%C3%A0_Agadir_51257061.htm","400 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Cité Adrar""},{""div"":""Surface habitable""},{""div"":""52""},{""div"":""Salons""},{""div"":""1""},{""div"":""Frais de syndic / mois""},{""div"":""150""},{""div"":""Âge du bien""},{""div"":""1-5 ans""},{""div"":""Étage""},{""div"":""2""}]","[]"
"1679590996-648","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=20&price_min=0","Camera Icon6800,000 DHappartement dakhla agadirAppartementsTimeFill Iconil y a 5 moisMapPinFill IconAgadir, Hay Dakhla","https://www.avito.ma/fr/hay_dakhla/appartements/appartement_dakhla_agadir_51135865.htm","800 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Hay Dakhla""},{""div"":""Âge du bien""},{""div"":""Neuf""},{""div"":""Étage""},{""div"":""Rez de chaussée""},{""div"":""Salons""},{""div"":""2""},{""div"":""Surface habitable""},{""div"":""84""}]","[]"
"1679590998-649","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=20&price_min=0","Camera Icon1320,000 DHapartemenet avendre a tikiwin bien fini AppartementsTimeFill Iconil y a 5 moisMapPinFill IconAgadir, Hay Zaytoun","https://www.avito.ma/fr/hay_zaytoun/appartements/apartemenet_avendre_a_tikiwin_bien_fini__51264636.htm","320 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Hay Zaytoun""},{""div"":""Surface habitable""},{""div"":""58""},{""div"":""Âge du bien""},{""div"":""1-5 ans""},{""div"":""Frais de syndic / mois""},{""div"":""50""},{""div"":""Étage""},{""div"":""2""},{""div"":""Salons""},{""div"":""1""}]","[{""equip"":""Cuisine équipée""},{""equip"":""Concierge""},{""equip"":""Sécurité""},{""equip"":""Parking""},{""equip"":""Balcon""},{""equip"":""Terrasse""}]"
"1679591000-650","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=20&price_min=0","Camera Icon8500,000 DHAppartement 55m² en Vente à AgadirAppartementsTimeFill Iconil y a 5 moisMapPinFill IconAgadir, Hay Mohammadi","https://www.avito.ma/fr/hay_mohammadi/appartements/Appartement_55m%C2%B2_en_Vente_%C3%A0_Agadir_51267460.htm","500 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Hay Mohammadi""},{""div"":""Surface habitable""},{""div"":""55""},{""div"":""Frais de syndic / mois""},{""div"":""90""},{""div"":""Étage""},{""div"":""4""},{""div"":""Salons""},{""div"":""1""},{""div"":""Âge du bien""},{""div"":""1-5 ans""}]","[{""equip"":""Meublé""},{""equip"":""Cuisine équipée""},{""equip"":""Sécurité""}]"
"1679591003-651","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=20&price_min=0","Camera Icon8960,000 DHAppartement parfaitAppartementsTimeFill Iconil y a 5 moisMapPinFill IconAgadir, Hay Mohammadi","https://www.avito.ma/fr/hay_mohammadi/appartements/Appartement_parfait_51269251.htm","960 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Hay Mohammadi""},{""div"":""Étage""},{""div"":""4""},{""div"":""Salons""},{""div"":""1""},{""div"":""Frais de syndic / mois""},{""div"":""230""},{""div"":""Surface habitable""},{""div"":""96""}]","[]"
"1679591005-652","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=20&price_min=0","Camera Icon8730,000 DHAppartement 75m² en Vente à AgadirAppartementsTimeFill Iconil y a 5 moisMapPinFill IconAgadir, Hay Mohammadi","https://www.avito.ma/fr/hay_mohammadi/appartements/Appartement_75m%C2%B2_en_Vente_%C3%A0_Agadir_51270172.htm","730 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Hay Mohammadi""},{""div"":""Frais de syndic / mois""},{""div"":""7""},{""div"":""Surface habitable""},{""div"":""75""},{""div"":""Salons""},{""div"":""1""},{""div"":""Étage""},{""div"":""2""},{""div"":""Âge du bien""},{""div"":""Neuf""}]","[{""equip"":""Balcon""},{""equip"":""Terrasse""},{""equip"":""Cuisine équipée""}]"
"1679591007-653","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=20&price_min=0","Camera Icon4850,000 DHappartement a vendre AppartementsTimeFill Iconil y a 5 moisMapPinFill IconAgadir, Al Wifaq","https://www.avito.ma/fr/al_wifaq/appartements/appartement_a_vendre__51271423.htm","850 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Al Wifaq""},{""div"":""Frais de syndic / mois""},{""div"":""100""},{""div"":""Âge du bien""},{""div"":""6-10 ans""},{""div"":""Étage""},{""div"":""1""},{""div"":""Salons""},{""div"":""2""}]","[]"
"1679591010-654","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=20&price_min=0","Camera Icon8520,000 DHBel appartement AppartementsTimeFill Iconil y a 5 moisMapPinFill IconAgadir, Hay Mohammadi","https://www.avito.ma/fr/hay_mohammadi/appartements/Bel_appartement__51274112.htm","520 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Hay Mohammadi""},{""div"":""Étage""},{""div"":""1""},{""div"":""Salons""},{""div"":""1""},{""div"":""Frais de syndic / mois""},{""div"":""100""},{""div"":""Surface habitable""},{""div"":""60""},{""div"":""Âge du bien""},{""div"":""1-5 ans""}]","[]"
"1679591012-655","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=20&price_min=0","Camera Icon7290,000 DHAppartement 41m² à AgadirAppartementsTimeFill Iconil y a 5 moisMapPinFill IconAgadir, Anza","https://www.avito.ma/fr/anza/appartements/Appartement_41m%C2%B2_%C3%A0_Agadir_51275826.htm","290 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Anza""},{""div"":""Surface habitable""},{""div"":""41""},{""div"":""Étage""},{""div"":""3""},{""div"":""Salons""},{""div"":""1""},{""div"":""Frais de syndic / mois""},{""div"":""130""}]","[]"
"1679591014-656","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=20&price_min=0","Camera Icon8360,000 DHشقة في ايت ملولAppartementsTimeFill Iconil y a 5 moisMapPinFill IconAgadir, Autre secteur","https://www.avito.ma/fr/autre_secteur/appartements/%D8%B4%D9%82%D8%A9_%D9%81%D9%8A_%D8%A7%D9%8A%D8%AA_%D9%85%D9%84%D9%88%D9%84_51281842.htm","360 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Autre secteur""},{""div"":""Âge du bien""},{""div"":""11-20 ans""},{""div"":""Étage""},{""div"":""3""},{""div"":""Salons""},{""div"":""1""},{""div"":""Frais de syndic / mois""},{""div"":""60""},{""div"":""Surface habitable""},{""div"":""61""}]","[]"
"1679591019-657","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=20&price_min=0","Camera Icon81,300,000 DHBel appart sans vis-à-vis AppartementsTimeFill Iconil y a 5 moisMapPinFill IconAgadir, Hay Mohammadi","https://www.avito.ma/fr/hay_mohammadi/appartements/Bel_appart_sans_vis_%C3%A0_vis__51164317.htm","1 300 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Hay Mohammadi""},{""div"":""Salons""},{""div"":""2""},{""div"":""Frais de syndic / mois""},{""div"":""250""},{""div"":""Surface habitable""},{""div"":""108""},{""div"":""Âge du bien""},{""div"":""6-10 ans""},{""div"":""Étage""},{""div"":""1""}]","[]"
"1679591021-658","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=20&price_min=0","Camera Icon8950,000 DHAppartement 78m² en Vente à AgadirAppartementsTimeFill Iconil y a 5 moisMapPinFill IconAgadir, El Houda","https://www.avito.ma/fr/el_houda/appartements/Appartement_78m%C2%B2_en_Vente_%C3%A0_Agadir_51301980.htm","950 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""El Houda""},{""div"":""Étage""},{""div"":""1""},{""div"":""Salons""},{""div"":""1""},{""div"":""Surface habitable""},{""div"":""78""},{""div"":""Âge du bien""},{""div"":""1-5 ans""}]","[]"
"1679591024-659","https://www.avito.ma/fr/agadir/appartements-%C3%A0_vendre?o=20&price_min=0","Camera Icon8550,000 DHAppartement bien fini 62 m2 agadir hay mohmmadi AppartementsTimeFill Iconil y a 5 moisMapPinFill IconAgadir, Hay Mohammadi","https://www.avito.ma/fr/hay_mohammadi/appartements/Appartement_bien_fini_62_m2_agadir_hay_mohmmadi__51307488.htm","550 000 DH","[{""div"":""Type""},{""div"":""Appartements, à vendre""},{""div"":""Secteur""},{""div"":""Hay Mohammadi""},{""div"":""Salons""},{""div"":""1""},{""div"":""Âge du bien""},{""div"":""Neuf""},{""div"":""Étage""},{""div"":""2""},{""div"":""Frais de syndic / mois""},{""div"":""6""},{""div"":""Surface habitable""},{""div"":""62""}]","[{""equip"":""Cuisine équipée""},{""equip"":""Terrasse""},{""equip"":""Balcon""}]"
